
  269.2038 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.368153-0.282  211    0F1 -2z0       0    0     0
  269.2040 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.674153-0.282  248    0F0 -0z0       0    0     0
  269.2040 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.577153-0.282  248    0F0 -1z0       0    0     0
  270.1099 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.255153-0.282 -284    0F1 -1z0       0    0     0
  270.1099 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.732153-0.282 -284    0F1 -2z0       0    0     0
  270.1103 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.732153-0.282 -227    0F2 -1z0       0    0     0
  270.1103 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.197153-0.282 -227    0F2 -2z0       0    0     0
  270.1103 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.536153-0.282 -227    0F2 -3z0       0    0     0
  270.1109 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.536153-0.282 -148    0F3 -2z0       0    0     0
  270.1109 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.067153-0.282 -148    0F3 -3z0       0    0     0
  270.1109 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.477153-0.282 -148    0F3 -4z0       0    0     0
  270.1117 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.477153-0.282  -45    0F4 -3z0       0    0     0
  270.1117 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-0.916153-0.282  -45    0F4 -4z0       0    0     0
  270.1117 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.514153-0.282  -45    0F4 -5z0       0    0     0
  270.1126 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.514153-0.282   80    0F5 -4z0       0    0     0
  270.1126 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-0.765153-0.282   80    0F5 -5z0       0    0     0
  270.1126 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.700153-0.282   80    0F5 -6z0       0    0     0
  270.1137 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-1.700153-0.282  227    0F6 -5z0       0    0     0
  270.1137 -0.790 63.01       0.000  4.0 6s  a9S      37010.700  4.0 z7D?        0.00  0.00  0.00CB   0 0153-0.621153-0.282  227    0F6 -6z0       0    0     0
  270.1880 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-1.130153-0.282 -284    0F1 -2z0       0    0     0
  270.1885 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-1.799153-0.282 -227    0F2 -2z0       0    0     0
  270.1885 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-1.021153-0.282 -227    0F2 -3z0       0    0     0
  270.1890 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-3.017153-0.282 -148    0F3 -2z0       0    0     0
  270.1890 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-1.609153-0.282 -148    0F3 -3z0       0    0     0
  270.1890 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-0.912153-0.282 -148    0F3 -4z0       0    0     0
  270.1898 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-2.871153-0.282  -45    0F4 -3z0       0    0     0
  270.1898 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-1.555153-0.282  -45    0F4 -4z0       0    0     0
  270.1898 -0.730 63.01       0.000  4.0 6s  a9S      37000.000  5.0 114         0.00  0.00  0.00CB   0 0153-0.807153-0.282  -45    0F4 -5z0       0    0     0
